tweet,emoji,text,compound,sentiment
RT IF THE PERSON IN YOUR ICON MAKES YOR HEART GO 💘💖💗💓💞💝💞💓💗💖💘💘💖💓💞💝💝💞💓💖💘💘💖💓💞💞💝💞💓💖💘💘💗💗💓💞💝💓💗💖💘💖💗💞💞💝💞💓💖💘💘💖💗💓💞💝💝💞💓💗💖💘💖💓💞💝💝💞💗💗💖💘💖💗…,💘💖💗💓💞💝💞💓💗💖💘💘💖💓💞💝💝💞💓💖💘💘💖💓💞💞💝💞💓💖💘💘💗💗💓💞💝💓💗💖💘💖💗💞💞💝💞💓💖💘💘💖💗💓💞💝💝💞💓💗💖💘💖💓💞💝💝💞💗💗💖💘💖💗,RT IF THE PERSON IN YOUR ICON MAKES YOR HEART GO …,0.0,neutral
lmao why are you always being so mean ? 😂,😂,lmao why are you always being so mean ? ,0.5994,positive
"This Sunday. $50,000. 1 Winner Takes All. ✨ ✨",✨✨,"This Sunday. $50,000. 1 Winner Takes All.  ",0.5859,positive
today's fansign 😍 ©nct_dream_1122,😍©,today's fansign  nct_dream_1122,0.0,neutral
"Ray is definitely my ideal type. A guy who is very chill, doesn’t talk much and always have the nicest thing to say💯💗 Th…",💯💗,"Ray is definitely my ideal type. A guy who is very chill, doesn’t talk much and always have the nicest thing to say Th…",0.8519,positive
"i kinda sorta love him, key words: kinda and sorta😽 @ Myrtle Beach,…",😽,"i kinda sorta love him, key words: kinda and sorta @ Myrtle Beach,…",0.5616,positive
Didn’t even know this and I’ve taken 2 naps so far today😎,😎,Didn’t even know this and I’ve taken 2 naps so far today,0.0,neutral
SEHUN WAS LISTENING TO DINNER ON HIS IG LIVE He said “Dinner.. Our Junmyeonnie hyung” SO CUTE HE IS SO SUPPORTIVE😭😭😭😭😭😭,😭😭😭😭😭😭,SEHUN WAS LISTENING TO DINNER ON HIS IG LIVE He said “Dinner.. Our Junmyeonnie hyung” SO CUTE HE IS SO SUPPORTIVE,0.8663,positive
"It’s okay though, I got a detailer at my house about to work on getting it all cleaned up 👌🏼",👌🏼,"It’s okay though, I got a detailer at my house about to work on getting it all cleaned up ",0.2263,positive
if I'm dumb over any nigga trust me that nigga RETARDED AS FUCK over me 💯,💯,if I'm dumb over any nigga trust me that nigga RETARDED AS FUCK over me ,-0.8647,negative
Im trying to visualize OT7 with black hair.... But I guess it was a flop...im sorry I (still) can't draw them right 😔 https://…,😔,Im trying to visualize OT7 with black hair.... But I guess it was a flop...im sorry I (still) can't draw them right  https://…,-0.1154,negative
Going out with the buddies on spring break. This should be a fun🤘🏻,🤘🏻,Going out with the buddies on spring break. This should be a fun,0.5106,positive
I'm crying. 🤣🤣🤣,🤣🤣🤣,I'm crying. ,-0.4767,negative
need it 👜,👜,need it ,0.0,neutral
WHAT'S NEW SCOOBY DOO 😳 ☝/||\☝ _/¯ ¯\_ THEY'RE COMING AFTER YOU 😂 👇 || 👇 _/¯ ¯\_ WE'RE GONNA SOLVE…,😳☝☝😂👇👇,WHAT'S NEW SCOOBY DOO  /||\ _/¯ ¯\_ THEY'RE COMING AFTER YOU   ||  _/¯ ¯\_ WE'RE GONNA SOLVE…,0.0,neutral
This is exactly why my trust is ALL BAD!!! Bruh gone cry in the car. 😭😭😭😭,😭😭😭😭,This is exactly why my trust is ALL BAD!!! Bruh gone cry in the car. ,-0.7104,negative
😂 this game will never get old,😂, this game will never get old,0.0,neutral
But I thought we were back together?....😔,😔,But I thought we were back together?....,0.0,neutral
his wife always get to it🤪,🤪,his wife always get to it,0.0,neutral
"MV hits 4M views in less than 11hours (554k likes), GOT7 BEST RECORD BY FAR. 🎊 IGOT7, let's stream hard and h…",🎊,"MV hits 4M views in less than 11hours (554k likes), GOT7 BEST RECORD BY FAR.  IGOT7, let's stream hard and h…",0.6739,positive
Can't be at  Don’t worry! Join in on the fun using hashtag  😎 Show us how you fuel your active lifestyle a…,😎,Can't be at  Don’t worry! Join in on the fun using hashtag   Show us how you fuel your active lifestyle a…,0.68,positive
Good morning 😙😙 Ease you into the week On,😙😙,Good morning  Ease you into the week On,0.6597,positive
Happy birthday Anton- in our hearts forever. ❤️,❤,Happy birthday Anton- in our hearts forever. ️,0.5719,positive
You like the dress but I like you💕,💕,You like the dress but I like you,0.6124,positive
Some personal news 👇🏾. I am thrilled to be a part of the family!,👇🏾,Some personal news . I am thrilled to be a part of the family!,0.4926,positive
Awww sweet. And cute. Very cute. 😍😍👅👅💝💝😘😘,😍😍👅👅💝💝😘😘,Awww sweet. And cute. Very cute. ,0.8402,positive
"is now on Carousell!! Shop her preloved items na, read her funny captions pa!😄Tara, let's support her cause for…",😄,"is now on Carousell!! Shop her preloved items na, read her funny captions pa!Tara, let's support her cause for…",0.7562,positive
"600% profit?? 😣😣😣😣 and payporte is still owing some of their staff, salary since last year ... is life not a pot of beans?…",😣😣😣😣,"600% profit??  and payporte is still owing some of their staff, salary since last year ... is life not a pot of beans?…",0.533,positive
The Walking Dead 💕,💕,The Walking Dead ,-0.6486,negative
"You are more georgeus tho, looking pretty as hell 🔥🔥",🔥🔥,"You are more georgeus tho, looking pretty as hell ",-0.34,negative
"Reply to this tweet with ""ifb"" and follow everyone who likes your tweet/🌲",🌲,"Reply to this tweet with ""ifb"" and follow everyone who likes your tweet/",0.4215,positive
"Glasses, awkward smiles, peace signs, //each other//, name it, we have it 💕♡  💭 …",💕💭,"Glasses, awkward smiles, peace signs, //each other//, name it, we have it ♡   …",0.7184,positive
My Country People 😂😂😂,😂😂😂,My Country People ,0.0,neutral
Gnani and his Siberian Husky 🐾😉,🐾😉,Gnani and his Siberian Husky ,0.0,neutral
Do you know❔ You might see this sign across England’s roads but do you know what it means? Take a guess with our pol…,❔,Do you know You might see this sign across England’s roads but do you know what it means? Take a guess with our pol…,0.0,neutral
Who else thinks Camila absolutely rocks this look? 🙅🏽‍♀️💅🏼,🙅🏽♀💅🏼,Who else thinks Camila absolutely rocks this look? ‍️,0.0,neutral
Beautiful😘😘,😘😘,Beautiful,0.5994,positive
"The  paddock heads to South America for round two at the  🇦🇷 Don't miss the tango, passion and fire 🔥➡️ htt…",🔥➡,"The  paddock heads to South America for round two at the  🇦🇷 Don't miss the tango, passion and fire ️ htt…",0.2603,positive
LMFAOOOOO “but then Matt came” 😂😭😂😭😂😭 honestly,😂😭😂😭😂😭,LMFAOOOOO “but then Matt came”  honestly,0.4588,positive
Brady channeling his inner Gronk 🍺 😂,🍺😂,Brady channeling his inner Gronk  ,0.0,neutral
Slight werk 🇲🇽,,Slight werk 🇲🇽,0.0,neutral
We are nsync! 💕,💕,We are nsync! ,0.0,neutral
Niggas better stop cheating on their girls 😂🤦🏽‍♂️,😂🤦🏽♂,Niggas better stop cheating on their girls ‍️,-0.6486,negative
Tweets about your brother have me finished 😂😂😂,😂😂😂,Tweets about your brother have me finished ,0.0,neutral
180310 💛      ©️MarshMallow,💛©,180310       ️MarshMallow,0.0,neutral
HAPPY BIRTHDAY NINAAANG 💖💖💖,💖💖💖,HAPPY BIRTHDAY NINAAANG ,0.5719,positive
THANKS BSF LOVE YOU TOO!💘,💘,THANKS BSF LOVE YOU TOO!,0.8122,positive
Okay 📌,📌,Okay ,0.2263,positive
It's been awhile..😎🖤💜😎,😎🖤💜😎,It's been awhile..,0.0,neutral
love the colours here 💗💜💙,💗💜💙,love the colours here ,0.6369,positive
let me drop a couple pics in☺️🤷🏽‍♀️,☺🤷🏽♀,let me drop a couple pics in️‍️,-0.2732,negative
"me, contemplating getting into the music I’ve heard played by much of my family my whole life 🤔",🤔,"me, contemplating getting into the music I’ve heard played by much of my family my whole life ",0.34,positive
He doesn’t know Spanish but sings it ! Besos y caricias ! Weston Watson el gringo 😆,😆,He doesn’t know Spanish but sings it ! Besos y caricias ! Weston Watson el gringo ,0.0,neutral
📣NEW EPISODE ALERT!!📣 Episode 4 - “The Black Episode” - of  is out now on…,📣📣,NEW EPISODE ALERT!! Episode 4 - “The Black Episode” - of  is out now on…,0.5449,positive
Happy  to everyone who was sleeping on the  this season. 😴,😴,Happy  to everyone who was sleeping on the  this season. ,0.5719,positive
Fuck You and fuck a Hook pt. 1 video shot by ☣️🌎🤟🏽🔥,☣🌎🤟🏽🔥,Fuck You and fuck a Hook pt. 1 video shot by ️,-0.7906,negative
I'm a walking glacier 💎,💎,I'm a walking glacier ,0.0,neutral
Nile just showed me this photo about an hour ago. No idea haha. Here where’s that baldy bastard 😂🙈,😂🙈,Nile just showed me this photo about an hour ago. No idea haha. Here where’s that baldy bastard ,-0.4019,negative
ALL THE DEETS! 😱👏 TONIGHT 6:30PM.,😱👏,ALL THE DEETS!  TONIGHT 6:30PM.,0.0,neutral
"Really, YOU got THAT all wrong and this type of reporting is WHY we do NOT trust the likes of YOU 👎🏻👎🏻👎🏻👎🏻!",👎🏻👎🏻👎🏻👎🏻,"Really, YOU got THAT all wrong and this type of reporting is WHY we do NOT trust the likes of YOU !",-0.8139,negative
Dis is not a rental🙅‍♂️,🙅♂,Dis is not a rental‍️,0.0,neutral
"We stand with and support Time's UP™/ADVERTISING - For more information, check out the link below.",™,"We stand with and support Time's UP/ADVERTISING - For more information, check out the link below.",0.4019,positive
leaked sfa recording footage 😉🎶🎵🎤🐱🐰🎤🎵🎶😉,😉🎶🎵🎤🐱🐰🎤🎵🎶😉,leaked sfa recording footage ,-0.3182,negative
i get so nasty when I’m sleep deprived😔,😔,i get so nasty when I’m sleep deprived,-0.7902,negative
"fuck It, been a part of the wave 🌊",🌊,"fuck It, been a part of the wave ",-0.5423,negative
"🚨2013: Eric Holder’s wife, Sharon Malone Holder, co-owner of an abortion clinic being investigated for Medicaid fraud. ht…",🚨,"2013: Eric Holder’s wife, Sharon Malone Holder, co-owner of an abortion clinic being investigated for Medicaid fraud. ht…",-0.5859,negative
"Bold position.......dumb sure, but bold 😂",😂,"Bold position.......dumb sure, but bold ",0.705,positive
"ARMY, it's time to collect your Social 50 homework! 📝 Which one did you complete today? ✅ ⬜FOLLOW ALL BTS's ACCOUNTS…",📝✅⬜,"ARMY, it's time to collect your Social 50 homework!  Which one did you complete today?  FOLLOW ALL BTS's ACCOUNTS…",0.0,neutral
THANKS LYDA!! Good luck this season!❤️❤️ go kill it out there!,❤❤,THANKS LYDA!! Good luck this season!️️ go kill it out there!,0.7185,positive
You earned it...keep working💯🏀,💯🏀,You earned it...keep working,0.0,neutral
It´s FINALLY HERE - the NEW OFFICIAL 🎤DIVALICIOUS CANDI🍭 HEADPHONES🎧 features on-ear buttons to control both 🎵music…,🎤🍭🎧🎵,It´s FINALLY HERE - the NEW OFFICIAL DIVALICIOUS CANDI HEADPHONES features on-ear buttons to control both music…,0.0,neutral
Because I need cuddles ... 💗        …,💗,Because I need cuddles ...         …,0.0,neutral
Don’t go spitting out of it J! 😂😜,😂😜,Don’t go spitting out of it J! ,0.0,neutral
Istg 🙄 and be straight up cornballs .,🙄,Istg  and be straight up cornballs .,0.2263,positive
Idc if I’m lame but I get dumb excited when my credit score goes up 😭,😭,Idc if I’m lame but I get dumb excited when my credit score goes up ,0.0387,neutral
Great advice for writers❤️!,❤,Great advice for writers️!,0.6588,positive
Boss talking about how his baby mama had a good time at his wedding over the weekend 😭,😭,Boss talking about how his baby mama had a good time at his wedding over the weekend ,0.4404,positive
😂😂😂😂😭💔 this,😂😂😂😂😭💔, this,0.0,neutral
"happy birthday lucy leww , hope you’ve had a good day 🤗 xx",🤗,"happy birthday lucy leww , hope you’ve had a good day  xx",0.8591,positive
"💎 DAILY Giveaway 💎 🗡️ Field-Tested ★ Bayonet | Case Hardened 🗡️ ✅ Retweet ✅ Follow us ✅ Reply with First, 3rd and 5⃣t…",💎💎🗡🗡✅✅✅," DAILY Giveaway  ️ Field-Tested ★ Bayonet | Case Hardened ️  Retweet  Follow us  Reply with First, 3rd and 5⃣t…",0.0,neutral
current charts : Mnet 1 💙 Soribada 1 💜 Genie 1 ❤ Naver 3 Bugs 13 Melon 20 😭👏👏👏👏👏,💙💜❤😭👏👏👏👏👏,current charts : Mnet 1  Soribada 1  Genie 1  Naver 3 Bugs 13 Melon 20 ,0.0,neutral
Best video ever 😈,😈,Best video ever ,0.6369,positive
THIS PICTURE WILL NOT BE LOST IN HISTORY. RETWEET IT. POST IT. PRINT IT. FRAME IT. SPREAD IT. ✊🏾✊🏾✊🏾✊🏾✊🏾✊🏾 …,✊🏾✊🏾✊🏾✊🏾✊🏾✊🏾,THIS PICTURE WILL NOT BE LOST IN HISTORY. RETWEET IT. POST IT. PRINT IT. FRAME IT. SPREAD IT.  …,0.2411,positive
Shadow Daggers | Fade (FN) ⚔️ -RT -Follow -Open daily case GL 🤞,⚔🤞,Shadow Daggers | Fade (FN) ️ -RT -Follow -Open daily case GL ,0.4648,positive
Click the link below and view EXO's Wikipedia page as many as possible to increase the social points 🔗…,🔗,Click the link below and view EXO's Wikipedia page as many as possible to increase the social points …,0.3182,positive
Oh man😭,😭,Oh man,0.0,neutral
I'm Hobi glomping every member of the moment he sees them 😭😍😂,😭😍😂,I'm Hobi glomping every member of the moment he sees them ,0.0,neutral
Word 😂mfs was trying be low key about it,😂,Word mfs was trying be low key about it,-0.2732,negative
Happy birthday to this gorgeous friend of mine!!!😍 🖤🖤,😍🖤🖤,Happy birthday to this gorgeous friend of mine!!! ,0.9264,positive
"We know what you’ve been waiting for, the winner of  is And we have another message from the boys! 👏…",👏,"We know what you’ve been waiting for, the winner of  is And we have another message from the boys! …",0.6239,positive
When you're sleeping and you hear somebody talking about taking your ATM card to withdraw money from your account 😂 https…,😂,When you're sleeping and you hear somebody talking about taking your ATM card to withdraw money from your account  https…,0.0,neutral
So so smooth - oh. 🙈,🙈,So so smooth - oh. ,0.0,neutral
Finally done building this guy for my girl 📸🔥,📸🔥,Finally done building this guy for my girl ,0.0,neutral
funniest shit last night 😂😂😂,😂😂😂,funniest shit last night ,0.0,neutral
⏬ watch ⏬,⏬⏬, watch ,0.0,neutral
Y’all too much 😂😂😂😭,😂😂😂😭,Y’all too much ,0.0,neutral
jisung: rmb how woojin steal his ramen rmb how and where jihoon bitten him 2park 😂,😂,jisung: rmb how woojin steal his ramen rmb how and where jihoon bitten him 2park ,-0.4939,negative
Sometimes you need to let your hoe side out👅😈🤤,👅😈🤤,Sometimes you need to let your hoe side out,0.0,neutral
We are highly rated.🔥💖 See our profile on      …,🔥💖,We are highly rated. See our profile on      …,0.0,neutral
So we gone act like we didn't see that girl take that money??😂😂,😂😂,So we gone act like we didn't see that girl take that money??,0.4329,positive
What I would give to be here 😩🙏🏽,😩🙏🏽,What I would give to be here ,0.0,neutral
